reviewerID,asin,reviewText,overall,reviewTime
A1BMWR3XQRMMI0,B000001JLV,,5,"07 15, 1998"
A1YB3U4DDC73L,B000001UJ7,,5,"07 15, 1998"
A39YRFLQU3AIYL,B00000269M,,5,"07 15, 1998"
A22VZ68KY7MWVG,B0000026DJ,,5,"07 15, 1998"
A1HHBXRHFG6P02,B0000026DT,,5,"07 15, 1998"
A2VXQL36IFQGKZ,B0000026J2,,3,"07 15, 1998"
A1DVGS7M3HDYSP,B0000027FZ,,4,"07 15, 1998"
A39YRFLQU3AIYL,B0000062BL,,4,"07 15, 1998"
A3K0FJGTUPU97F,B0000062H5,,4,"07 15, 1998"
A11ZYSBKFTVP4,B0000062VP,,5,"07 15, 1998"
A1Z9ALI5G74WM4,B0000064DY,,5,"07 15, 1998"
A39YRFLQU3AIYL,B000006EFW,,5,"07 15, 1998"
A2IRNTNVWOWSWN,B000006NMX,,5,"07 15, 1998"
A2VU7H94ELLBEM,B000006NPY,,5,"07 15, 1998"
A25PAMPAT4EKMJ,B000006NZV,,3,"07 15, 1998"
A1P57OJMW0UYAF,B000006O8U,,5,"07 15, 1998"
AGPJFLDUUAVDY,B000006OQA,,5,"07 15, 1998"
A286OQZ9T5VPRC,B000006PMH,,2,"07 15, 1998"
A18RNJS6XAL42K,B000006Q0E,,5,"07 15, 1998"
A2F1NZQQP06HVU,B000006R61,,5,"07 15, 1998"
A1HFEKFPULBENA,B000006SPU,,5,"07 15, 1998"
AVSE0Z4NC37P2,B000006T4S,,5,"07 15, 1998"
A36AVF320I8K2L,B000000P67,,2,"07 15, 1998"
A1ZFCJGX6JMDM6,B000002JCD,,5,"07 15, 1998"
AVKAIRIQ3N0RZ,B000009CS3,,4,"07 15, 1998"
A1CPRCOBHZDX8,B000009D1O,,5,"07 15, 1998"
AQP1VPK16SVWM,B000009DI1,,5,"07 15, 1998"
AQP1VPK16SVWM,B000009DI2,,4,"07 15, 1998"
A1QO2JCBFKAPV,B000002H6C,,5,"07 16, 1998"
A1NABP0A49WQV6,B000002HG7,,4,"07 16, 1998"
AXAC17RBKUR7N,B000002HNN,,5,"07 16, 1998"
A1GD14UBNXFQEI,B000002HRE,,5,"07 16, 1998"
A3ODDXPD3BH6IW,B000002UJQ,,5,"07 16, 1998"
A3ODDXPD3BH6IW,B000002UKS,,5,"07 16, 1998"
A2I08RY9PN7HXW,B000002VN7,,5,"07 16, 1998"
A25PAMPAT4EKMJ,B000006Y2N,,4,"07 16, 1998"
AE606II37CVRK,B000007NAY,,5,"07 16, 1998"
A2BEXG5J44CFPI,B000007NDA,,5,"07 16, 1998"
A3JZ5SR58I2LJH,B000007NEO,,4,"07 16, 1998"
A15UUPQ2OWVBC9,B000007NGR,,5,"07 16, 1998"
A230A88YCOKBVL,B000007O7B,,5,"07 16, 1998"
A1T1JVGY9XRYY9,B000007Q8U,,5,"07 16, 1998"
A2ZFEJY1JG26FO,B000005ALT,,5,"07 16, 1998"
A1XY6K0NRAC5JC,B000005ALT,,5,"07 16, 1998"
A25PAMPAT4EKMJ,B000000WJO,,5,"07 16, 1998"
A1JRD9F80RQT6R,B000000XVQ,,3,"07 16, 1998"
AKMCYY8R7RYBM,B000001Y4M,,5,"07 16, 1998"
A2Z8ESIUJ37601,B000001Y5L,,4,"07 16, 1998"
A169QP132QDRTE,B000001ZS4,,4,"07 16, 1998"
A2NA4LIXQV4TUB,B0000024V2,,5,"07 16, 1998"
A230A88YCOKBVL,B000002GOX,,5,"07 16, 1998"
A3JKRLNON0V5DM,780619552,,5,"07 16, 1998"
A3D6GPIWJ84FR8,B000001FF6,,5,"07 16, 1998"
A1PBOIEJ8OTYLN,B000002MWY,,5,"07 16, 1998"
AZXC3VFGAGXYH,B000002NHN,,5,"07 16, 1998"
A2GPV0DJTZP0O0,767805739,,5,"07 16, 1998"
A1GKI2VZQBA2H6,B0000018PI,,5,"07 16, 1998"
A2XT4BNKLR5XQE,B000001AUI,,5,"07 16, 1998"
A3JZ5SR58I2LJH,B000001DSM,,2,"07 16, 1998"
A3RO6I50GDIYBF,B000002AQT,,5,"07 16, 1998"
A3N9DTGXBJS94S,B000002BBV,,5,"07 16, 1998"
A3MINM0I7VHZL4,B000002BQD,,5,"07 16, 1998"
A31KN5PKAN6MBS,B000002BUH,,3,"07 16, 1998"
A3MNN7OXTCIDR2,B000002G0J,,5,"07 16, 1998"
A3V8YE88IJCZQJ,B000002VS5,,5,"07 16, 1998"
A3OMLKOHXITZHV,B00000311Z,,5,"07 16, 1998"
AVLPAOU3Q8CSS,B0000032QE,,3,"07 16, 1998"
A30RNFFN9LC1XK,B000002PBY,,5,"07 16, 1998"
A30RNFFN9LC1XK,B000002PCV,,4,"07 16, 1998"
A56RD8HDIZXAC,B000002RAG,,3,"07 16, 1998"
A1G1KUQ6YI2QJ,B000003O8H,,5,"07 16, 1998"
A25W5JL92CYZ12,B000003PAO,,1,"07 16, 1998"
A19XL3DH65U170,B000003S7Y,,4,"07 16, 1998"
A1BOTSO791NGXC,B000005M2L,,5,"07 16, 1998"
A3EDEZO7J66325,B000006048,,5,"07 16, 1998"
A38HP2B9MVJK5T,B00005Y7MI,,5,"07 16, 1998"
A2NFXLHISCGRXL,B000000E75,,5,"07 16, 1998"
AJ91P1D5RBBVO,B000000IS1,,4,"07 16, 1998"
AZXC3VFGAGXYH,B000000LXB,,5,"07 16, 1998"
A3ODDXPD3BH6IW,B000000OGW,,5,"07 16, 1998"
AUFM312TQX1WI,B000003BAO,,4,"07 16, 1998"
A1SXWCFMZYNLA,B000003BR4,,5,"07 16, 1998"
A2H3LCPFTH63TI,B000003CA7,,5,"07 16, 1998"
A2ZFEJY1JG26FO,B000003G5R,,5,"07 16, 1998"
A1H6931XO8NSHQ,B000007SAT,,4,"07 16, 1998"
ASBHQ3R9HRA0P,B000007SAT,,5,"07 16, 1998"
A3OQ1BQKU36VAJ,B000007T1A,,4,"07 16, 1998"
A1J3QHZ1M3T9AN,B000007TE8,,5,"07 16, 1998"
A27Y3VHJ85ZTZ8,B000007TEN,,5,"07 16, 1998"
A291M6QKTFE1RY,B000007TX2,,5,"07 16, 1998"
A25PAMPAT4EKMJ,B000007U09,,4,"07 16, 1998"
A25PAMPAT4EKMJ,B0000088B0,,3,"07 16, 1998"
A7AM3GR4Z5R3M,B000008A1H,,5,"07 16, 1998"
AOTD9G4PPWK9Q,B0000009WE,,5,"07 16, 1998"
A3QZ3FC5D3UY20,B000002K9N,,5,"07 16, 1998"
A30ELNVVUE18T4,B000002KB6,,5,"07 16, 1998"
A25PAMPAT4EKMJ,B000002LEO,,5,"07 16, 1998"
A7T5WXB02M11L,6304945760,,5,"07 16, 1998"
A1SQTQZV15N3HX,B000001I60,,5,"07 16, 1998"
A1OKYNLH0NJ567,B000001J73,,5,"07 16, 1998"
A3NQQ4LDV4R8U4,B000001JKA,,5,"07 16, 1998"
A25PAMPAT4EKMJ,B00000264W,,4,"07 16, 1998"
A25PAMPAT4EKMJ,B0000026JZ,,5,"07 16, 1998"
AY2ND2NHMRC05,B0000026NF,,5,"07 16, 1998"
A2NYECGTE0KK9I,B0000061R3,,5,"07 16, 1998"
A24QAHCMUFQ8L4,B0000062Q5,,3,"07 16, 1998"
AXAC17RBKUR7N,B00000634L,,4,"07 16, 1998"
A1S1UENJV5UTLJ,B00000638Q,,5,"07 16, 1998"
A31A7NTLRCO22X,B0000063FM,,2,"07 16, 1998"
A2SCEUUOE10ZF8,B000006DI6,,2,"07 16, 1998"
A25PAMPAT4EKMJ,B000006SA4,,3,"07 16, 1998"
AOAYTHG1ZVWS6,B000006XIC,,5,"07 16, 1998"
A2JB5R9STL0J8B,B000000OSL,,4,"07 16, 1998"
A1L4S5F1CC71EG,B000002JB8,,5,"07 16, 1998"
APT6F2DLFQSOY,B000008UUH,,4,"07 16, 1998"
A1YWUPCT83WY48,B000009E8I,,4,"07 16, 1998"
AVVR0NY6BKPSJ,B000009EA9,,5,"07 16, 1998"
A3R2M5ABAYL63P,B000002I2R,,5,"07 17, 1998"
A10CBLMJD1OQL7,B000002IOW,,5,"07 17, 1998"
A10CBLMJD1OQL7,B000002IWQ,,4,"07 17, 1998"
A108CQF0OJRY6W,B000002IYI,,5,"07 17, 1998"
AUVPA717I7MRS,B000002UD7,,5,"07 17, 1998"
A15CPCPU9EUTL0,B000002UQX,,5,"07 17, 1998"
A1H0QVOVOZLAL0,B000002UVQ,,4,"07 17, 1998"
A3Q39KU53T7H87,B000006XR9,,5,"07 17, 1998"
A398KMZJRL9G2F,B000006Y5D,,5,"07 17, 1998"
A3H9ROJSHPHCAH,B000006YUA,,5,"07 17, 1998"
AG14EBNS7VIGC,B000006ZBL,,5,"07 17, 1998"
A2WNBOR8XVG4I6,B000007NB3,,5,"07 17, 1998"
AUE051SI0H176,B000007OED,,5,"07 17, 1998"
A15IO9GH4NTKYP,B000007OT7,,5,"07 17, 1998"
A1PB19W7U7EGFC,B000007Q8J,,5,"07 17, 1998"
AOA4X13ZFB1Z5,B000007QEL,,5,"07 17, 1998"
AEIIN9398HCKC,B0000046EH,,5,"07 17, 1998"
A2TVNITVOGLPPT,B000004C3S,,5,"07 17, 1998"
A1GBHIGIBBV688,B000000YEW,,5,"07 17, 1998"
A3JO30ZAXOBBNV,B000002552,,5,"07 17, 1998"
AIB70JGND6HSW,B000002572,,5,"07 17, 1998"
A1DVGS7M3HDYSP,B000002GM5,,5,"07 17, 1998"
A1IXQYIV5MUWU4,B000001ESR,,5,"07 17, 1998"
A10CBLMJD1OQL7,B000001ESX,,5,"07 17, 1998"
AW1LLQVIYVEWZ,B000001F0C,,5,"07 17, 1998"
A2Y7A2N83NI6FD,B000001FJL,,5,"07 17, 1998"
A2CZ17IQ4MDU3K,B000002LNZ,,5,"07 17, 1998"
AOA4X13ZFB1Z5,B000002MMP,,4,"07 17, 1998"
AXAC17RBKUR7N,B000002N9S,,5,"07 17, 1998"
A2AX1NSHX9RPQY,B000002ND4,,5,"07 17, 1998"
AB664J2LDBZD,B000002NIH,,5,"07 17, 1998"
A25PAMPAT4EKMJ,B000002NJS,,1,"07 17, 1998"
A3KKVZCSQS0HUU,B000001BAM,,5,"07 17, 1998"
A39ZSKFNAZU2R2,B000002BAQ,,5,"07 17, 1998"
A18VYYZJMHLYOY,B000002BYD,,5,"07 17, 1998"
A26RJS1LBH2PDG,B000002X4Y,,5,"07 17, 1998"
A2Q8CF552VELGY,B000002XSK,,4,"07 17, 1998"
AW1LLQVIYVEWZ,B0000032UL,,5,"07 17, 1998"
A3DNO768BQAXVR,B0000032W1,,5,"07 17, 1998"
A25PAMPAT4EKMJ,B000002P3W,,4,"07 17, 1998"
A3JRQFNNA4D24X,B000002SJZ,,5,"07 17, 1998"
A2IWOLWCV0KC4S,B000002U3V,,5,"07 17, 1998"
A2N4KKUGDY047R,B000003KYE,,4,"07 17, 1998"
A2FNZ3CE45KTCR,B000003QL5,,5,"07 17, 1998"
A1ZVVR2RCXPIVY,B000003S5H,,5,"07 17, 1998"
ASR6A8OQDHSUM,B000005JFP,,5,"07 17, 1998"
A1QMQPDW4WXKYY,B000005S37,,5,"07 17, 1998"
A25PAMPAT4EKMJ,B000000HA0,,4,"07 17, 1998"
ADYJL86B0N9UB,B000000IRN,,5,"07 17, 1998"
A1DVGS7M3HDYSP,B000000N7G,,4,"07 17, 1998"
A1XW8GJEIE6IX3,B000000NMG,,5,"07 17, 1998"
A38V0LSUZ9XZ1P,B0000039QL,,5,"07 17, 1998"
A2R324IJ4AS8OX,B000003BHO,,5,"07 17, 1998"
A4ZH0LTNDNHU5,B000007T5A,,5,"07 17, 1998"
A3LMP9LKZU4V61,B0000002ME,,5,"07 17, 1998"
A2ZGM7UUD30IOS,B0000003WQ,,5,"07 17, 1998"
A3KO6WQ2K9OTIU,B00000054M,,4,"07 17, 1998"
A2ORCHFEWUBM,B00000064I,,5,"07 17, 1998"
AOA4X13ZFB1Z5,B0000009RR,,4,"07 17, 1998"
A1RPA1CXNFIHB7,B0000009SO,,4,"07 17, 1998"
A1DVGS7M3HDYSP,B0000009ZQ,,3,"07 17, 1998"
A2EGASKB6Q6441,B000002L77,,4,"07 17, 1998"
A25PAMPAT4EKMJ,B0000026SH,,5,"07 17, 1998"
A23IZ04LX98K3A,B0000065JV,,5,"07 17, 1998"
A25PAMPAT4EKMJ,B000006AUY,,4,"07 17, 1998"
A1H0E3JPWOIWYS,B000006JQ0,,5,"07 17, 1998"
A2HUXQMO5Q50U5,B000006NWZ,,4,"07 17, 1998"
A460CZFWT17WZ,B000006O62,,5,"07 17, 1998"
A1NAI07ZOONDZM,B000006OAK,,5,"07 17, 1998"
A2H4CJR5XZ2U6L,B000006OB0,,5,"07 17, 1998"
AOA4X13ZFB1Z5,B000006P0F,,3,"07 17, 1998"
A3P04VIS6JI0XE,B000006RG3,,5,"07 17, 1998"
A39Y9USL6LPDQB,B000000P17,,1,"07 17, 1998"
A2N4KKUGDY047R,B000000SW2,,3,"07 17, 1998"
A3JRQFNNA4D24X,B000002J3K,,5,"07 17, 1998"
A2M7B17MBMTQH5,B000002J4H,,5,"07 17, 1998"
AIC4QVNJQIXFJ,B000002J6J,,5,"07 17, 1998"
A2Y7A2N83NI6FD,B000002JON,,5,"07 17, 1998"
AR3E967HBN3II,B000008UTE,,5,"07 17, 1998"
A1ASV6OVYBSZZ1,B000002HHB,,5,"07 18, 1998"
A25PAMPAT4EKMJ,B000002IOB,,3,"07 18, 1998"
AYWY4CU8KHO4F,B000002IXP,,5,"07 18, 1998"
A3Q0W07ZJHCE9E,B000002UAT,,5,"07 18, 1998"
A2PIFKWDEIYGV4,B000002UEB,,5,"07 18, 1998"
A271OAC8BGMC81,B000006XXY,,4,"07 18, 1998"
A271OAC8BGMC81,B000006XY0,,4,"07 18, 1998"
A271OAC8BGMC81,B000006XY1,,5,"07 18, 1998"
A271OAC8BGMC81,B000006XY2,,5,"07 18, 1998"
A271OAC8BGMC81,B000006XY3,,5,"07 18, 1998"
A271OAC8BGMC81,B0000076B3,,5,"07 18, 1998"
A25PAMPAT4EKMJ,B000007PIP,,5,"07 18, 1998"
A25PAMPAT4EKMJ,B0000057O7,,4,"07 18, 1998"
A1PN5U96R56KUD,B000000W53,,5,"07 18, 1998"
A3KO6WQ2K9OTIU,B000000WD0,,4,"07 18, 1998"
A25PAMPAT4EKMJ,B0000015UN,,3,"07 18, 1998"
A2Z8ESIUJ37601,B000001Y5F,,5,"07 18, 1998"
A60ULERVG7UZF,B0000024KN,,5,"07 18, 1998"
AM5V5L8CL8X87,B000002GIL,,5,"07 18, 1998"
A34HH8OJ4QK75V,B000002GJB,,5,"07 18, 1998"
A2ER1GAYDMVNE9,B000001FE3,,4,"07 18, 1998"
A25PAMPAT4EKMJ,B000002LND,,2,"07 18, 1998"
AGYAUFYN6C07V,B000002LO8,,5,"07 18, 1998"
ANHQOW78GZHKJ,B000002MKO,,3,"07 18, 1998"
AG14EBNS7VIGC,B000002MS8,,4,"07 18, 1998"
A25PAMPAT4EKMJ,B000002NFM,,1,"07 18, 1998"
A1RPA1CXNFIHB7,B0000018V5,,4,"07 18, 1998"
A25PAMPAT4EKMJ,B000001DT4,,5,"07 18, 1998"
A1N5MYDHOIP7BX,B000002B2N,,5,"07 18, 1998"
A2ZWFB177UYRD8,B000002B2T,,5,"07 18, 1998"
A3KO6WQ2K9OTIU,B000002C37,,4,"07 18, 1998"
A34HH8OJ4QK75V,B000002WOF,,5,"07 18, 1998"
A3M46SOHYUBV97,790734850,,3,"07 18, 1998"
A2H3WNV7SJ1V3Z,B000002P67,,5,"07 18, 1998"
AI4P7KL85VLCO,B000002QXJ,,5,"07 18, 1998"
A3BQ4QSAE4N3NX,B000003MWQ,,5,"07 18, 1998"
A1ROQXW0MF2DKW,B000003N2Z,,5,"07 18, 1998"
A1WJTURMY0O6BJ,B000003RGL,,4,"07 18, 1998"
A3HQQIPYCK7USQ,B000003ZZV,,4,"07 18, 1998"
A25PAMPAT4EKMJ,B000005JBB,,4,"07 18, 1998"
A25PAMPAT4EKMJ,B000005JD1,,5,"07 18, 1998"
A3PI0H9A42IDTB,B000005RRF,,5,"07 18, 1998"
A2TN85P9D405DO,B000005S3U,,4,"07 18, 1998"
A1ROQXW0MF2DKW,B000005ZBV,,4,"07 18, 1998"
A10P0ZKYJ1WWPZ,B000005ZYK,,5,"07 18, 1998"
A2R324IJ4AS8OX,B000003BFJ,,4,"07 18, 1998"
A3325SYTU4W51R,B000003CMR,,5,"07 18, 1998"
A2S9HCYKMHY36N,B000003ETV,,3,"07 18, 1998"
A12IDJLR505EWI,B000007SAV,,5,"07 18, 1998"
A12D2V7JR31PGU,B000007SNG,,4,"07 18, 1998"
A20NKFESZES4FH,B000007SO9,,4,"07 18, 1998"
AOIATYP1KJVZ3,B000007SP0,,1,"07 18, 1998"
A271OAC8BGMC81,B000007UXP,,3,"07 18, 1998"
A271OAC8BGMC81,B000007Y7I,,5,"07 18, 1998"
A1N5MYDHOIP7BX,B0000087ID,,5,"07 18, 1998"
A271OAC8BGMC81,B0000088XR,,4,"07 18, 1998"
A3M5L51O3T5FEJ,B000000550,,5,"07 18, 1998"
A35VTCF8QVMYAH,B000000995,,4,"07 18, 1998"
A25PAMPAT4EKMJ,B000002KZ3,,5,"07 18, 1998"
ANHQOW78GZHKJ,B000002L54,,5,"07 18, 1998"
A3UXA51EK0JM51,B000001INF,,5,"07 18, 1998"
AO2VZUOKOKCHA,B00000260F,,1,"07 18, 1998"
AO2VZUOKOKCHA,B0000026KQ,,4,"07 18, 1998"
A3JO30ZAXOBBNV,B0000062HI,,4,"07 18, 1998"
AGYAUFYN6C07V,B00000654U,,4,"07 18, 1998"
A2FV9KU1OLWYH9,B0000069CI,,5,"07 18, 1998"
AS0AS6AM94OZL,B000006HD8,,4,"07 18, 1998"
A2EOCEDUK40H7M,B000006V2R,,5,"07 18, 1998"
A7T5WXB02M11L,6302817668,,5,"07 18, 1998"
A2JPHQWPOAHKNH,B000009CZH,,5,"07 18, 1998"
A3HX7GYMDRRAZA,B000002H6C,,5,"07 19, 1998"
AG56PKUD0FODT,B000002H8F,,5,"07 19, 1998"
AWNMBV8QJCMTI,B000002H8F,,4,"07 19, 1998"
A2VQO9UX5A87WO,B000002UCQ,,5,"07 19, 1998"
A1XKWXWW4LAHQP,B000002UIK,,5,"07 19, 1998"
A3GCWA9EKC50PG,B000007Q74,,5,"07 19, 1998"
A1272W7HLZEJRJ,B0000057C5,,5,"07 19, 1998"
A1YY678PJFKW46,B0000058MY,,5,"07 19, 1998"
A2JUWOB5BFFINI,B000005ALT,,5,"07 19, 1998"
A1C74NUNH7SR23,B000005EUG,,5,"07 19, 1998"
A39VDA8GCGSQKE,B000000V4U,,5,"07 19, 1998"
A21GH3GYDLR1XX,B000000W9Z,,5,"07 19, 1998"
A34HH8OJ4QK75V,B000002GHY,,5,"07 19, 1998"
A34HH8OJ4QK75V,B000002GOH,,5,"07 19, 1998"
A193SY7TJQS1PF,B000002GQK,,5,"07 19, 1998"
AGG94KDS2FFDF,780022181,,5,"07 19, 1998"
A1S67HVB9U4WKZ,6304022492,,5,"07 19, 1998"
A20ML8OWOXQK2V,B000001E8P,,5,"07 19, 1998"
A2XHE1C6QFQ67O,B000001FS6,,5,"07 19, 1998"
A25PAMPAT4EKMJ,B000002M3E,,3,"07 19, 1998"
A70PZ9H9IZP1A,B000002MZ6,,5,"07 19, 1998"
A544FMXFUAHU8,B000002N11,,5,"07 19, 1998"
A4VD7JR2XU2FP,B000002N63,,5,"07 19, 1998"
A1NISYXKUMA07X,B000002OG8,,5,"07 19, 1998"
A37DQ49EKPWGM0,B0000018AV,,4,"07 19, 1998"
A30T73AUGN0LVL,B000002A3T,,5,"07 19, 1998"
A34HH8OJ4QK75V,B000002C3C,,5,"07 19, 1998"
A34HH8OJ4QK75V,B000002G2K,,5,"07 19, 1998"
A3427VS57DLHNC,B000002WWL,,5,"07 19, 1998"
AUCRV2LFLLSMY,B000002OL1,,5,"07 19, 1998"
A1TLKGS5524SAV,B000002P2M,,5,"07 19, 1998"
AIREBS2NUTI1W,B000002PAS,,4,"07 19, 1998"
A30T73AUGN0LVL,B000002RBT,,5,"07 19, 1998"
AD1GM9NYIXPBU,B000002TP3,,5,"07 19, 1998"
A17HG446YD5DRF,B000003R4I,,4,"07 19, 1998"
A2I9AFLR1EBYVZ,B000005O2C,,4,"07 19, 1998"
A37DQ49EKPWGM0,B0000060J8,,1,"07 19, 1998"
A2T679L9V8WMCQ,B0000061CN,,5,"07 19, 1998"
AO2VZUOKOKCHA,B000000F5F,,5,"07 19, 1998"
A3HR3PDZKCW7RB,B000000OEY,,5,"07 19, 1998"
A2F7UCDYPS7YBA,B0000037P5,,5,"07 19, 1998"
A3QZAGKZ7CK3KO,B000003C5A,,5,"07 19, 1998"
A3FHG5T4LAA49Q,B000003G7S,,3,"07 19, 1998"
A1ZB4X2SIZQMK2,B000007S8J,,3,"07 19, 1998"
ACWWVA7D5MYRL,B000007SNS,,5,"07 19, 1998"
A2KMVG64D1FZ3Q,B000007SR8,,5,"07 19, 1998"
A2LEFASSV1H539,B000007SR8,,5,"07 19, 1998"
A3FX1AVX8POXCB,B000007TE8,,5,"07 19, 1998"
A1VKQ5FYYX68FR,B0000082HI,,5,"07 19, 1998"
A1QMQPDW4WXKYY,B00000888W,,2,"07 19, 1998"
AGD1DZJS6T1SC,B0000000J9,,5,"07 19, 1998"
AGD1DZJS6T1SC,B0000000MA,,5,"07 19, 1998"
A38CQ4IT4J7F5X,B000002L8X,,4,"07 19, 1998"
A25PAMPAT4EKMJ,B000002LCK,,5,"07 19, 1998"
A3123N3GNOT8QF,6304672128,,5,"07 19, 1998"
A1QMQPDW4WXKYY,B000001JTR,,5,"07 19, 1998"
A379WT2WZ5M3FZ,B0000029FT,,5,"07 19, 1998"
A1FMDCRDRYDFDE,B00000638Q,,4,"07 19, 1998"
A3829ONSA2199F,B000006DI6,,5,"07 19, 1998"
A3CMEDHMRA2EXZ,B000006E49,,5,"07 19, 1998"
A2U2T40ZKLOB4H,B000006G97,,5,"07 19, 1998"
A29DJM5Q1Y5O35,B000006NPY,,5,"07 19, 1998"
A2K46JC8BYG0TZ,B000006O8D,,4,"07 19, 1998"
A3W104LZP7URC4,6302914191,,5,"07 19, 1998"
A3Q0Y4FROZPZ56,B000000OVP,,5,"07 19, 1998"
A1A0V4YJMXHHTM,B000002JBB,,5,"07 19, 1998"
A25PAMPAT4EKMJ,B000002JPG,,5,"07 19, 1998"
A544FMXFUAHU8,B000002JTS,,5,"07 19, 1998"
A27Q7OLW2X0VL2,B000008USI,,5,"07 19, 1998"
A303IW8VMYS7T7,6302486661,,4,"07 20, 1998"
A3J3P9GYXG8SLX,6302659876,,3,"07 20, 1998"
A2GXPUA5DPLH87,B000002H70,,4,"07 20, 1998"
AJX6V80QAKRTG,B000002HJ8,,5,"07 20, 1998"
A31XKT74831TSO,B000002HQ3,,2,"07 20, 1998"
AONCIZDT2W12V,B000002HRE,,4,"07 20, 1998"
A25PAMPAT4EKMJ,B000002U9K,,5,"07 20, 1998"
A25W5JL92CYZ12,B000002V21,,5,"07 20, 1998"
A2RHRWO37RWTUO,B0000071EJ,,5,"07 20, 1998"
A2VVXY7ZJJE0H2,B000007NDA,,5,"07 20, 1998"
APQEPUA18WO38,B000007NPI,,3,"07 20, 1998"
AGT4WP91KYQDW,B000007OCN,,5,"07 20, 1998"
A17BU9N8FABEC7,B000007ODL,,5,"07 20, 1998"
A32ZNWN4S4BLJP,B000007QDM,,5,"07 20, 1998"
A2VHIKZVOZ1CXJ,B000007QEB,,3,"07 20, 1998"
A3BAPJ2WVFVV5G,B0000046EJ,,5,"07 20, 1998"
A2BYTP4NJQIDR7,B0000059L6,,4,"07 20, 1998"
A21DJ0ZFNQTDT6,B000005AZF,,5,"07 20, 1998"
AXNUY805TXCG3,B000005B00,,3,"07 20, 1998"
A3V6GQMIC1N827,B000005CEE,,5,"07 20, 1998"
A27192H2WWLYH,1577133196,,5,"07 20, 1998"
A1ZY6FGJUMBUQ6,B000000VV7,,5,"07 20, 1998"
A1MTHQNABZUBTT,B000000WIM,,5,"07 20, 1998"
A2RHRWO37RWTUO,B0000010KU,,4,"07 20, 1998"
A2BYTP4NJQIDR7,B000001YCG,,4,"07 20, 1998"
A1K8C7FD0ACL09,B0000024XO,,5,"07 20, 1998"
A2O74VTEJ0G1W,B0000025CO,,5,"07 20, 1998"
A1SD3HUNEZTBE7,B000001E83,,5,"07 20, 1998"
AAQ7FBCUO8OTX,B000001E8S,,5,"07 20, 1998"
A24UIG2T7IJ5KB,B000001EC7,,5,"07 20, 1998"
A2Y6U5O5FDAFS7,B000001EMN,,5,"07 20, 1998"
AOA4X13ZFB1Z5,B000001EOV,,3,"07 20, 1998"
A1Q8XKXGXMOD0E,B000001FJL,,1,"07 20, 1998"
AOA4X13ZFB1Z5,B000002LOT,,5,"07 20, 1998"
ARU46AM7DVYKB,B000002LQR,,5,"07 20, 1998"
A2LS6FAOW0VC8Z,B000002AG1,,5,"07 20, 1998"
A39Y9USL6LPDQB,B000002B79,,1,"07 20, 1998"
A27CPI1J5J8E1J,B000002BNV,,5,"07 20, 1998"
A1XBXV0H3GZ1SJ,B000002C1Z,,5,"07 20, 1998"
A1Q8XKXGXMOD0E,B000002YZP,,4,"07 20, 1998"
AS0KFK08BBBME,B00000333M,,4,"07 20, 1998"
A6PHQJZNGC370,B0000033OZ,,5,"07 20, 1998"
A6PHQJZNGC370,B0000033P3,,5,"07 20, 1998"
A21D90VXQRBHYY,B00000340N,,5,"07 20, 1998"
A10P0ZKYJ1WWPZ,B00000344O,,4,"07 20, 1998"
A2EEVTWEVA83PA,B000002TZE,,5,"07 20, 1998"
A3LINJ3IHXL9F0,B000005JPG,,5,"07 20, 1998"
A2311CZYK5DQ3,B000005RJA,,5,"07 20, 1998"
A2HKQ5EG1K09A8,B000005YVT,,5,"07 20, 1998"
A2VXQL36IFQGKZ,767802683,,4,"07 20, 1998"
A2EEVTWEVA83PA,B000000EBP,,3,"07 20, 1998"
AZN4EKNAO8I0,B000000KZX,,5,"07 20, 1998"
A2ZCOW5MO663F1,B000003BTX,,5,"07 20, 1998"
A1HD0HVEXRRCHY,B000007SAV,,5,"07 20, 1998"
AXNUY805TXCG3,B000007SAV,,4,"07 20, 1998"
A2KVNN36INRZ9B,B000007SCC,,5,"07 20, 1998"
A3MQIYYLJPKQTP,B000007TE8,,5,"07 20, 1998"
A2Z7ERYXYCNPNS,6303943349,,4,"07 20, 1998"
A39B8LRQVT4NHW,B0000000MA,,5,"07 20, 1998"
A31WSLR6QOI5QW,B0000003JA,,3,"07 20, 1998"
A1BX5F041THSCG,B0000004FD,,4,"07 20, 1998"
AOA4X13ZFB1Z5,B000000BDB,,5,"07 20, 1998"
A2LS6FAOW0VC8Z,B000000BVG,,5,"07 20, 1998"
A25PAMPAT4EKMJ,B000000CSQ,,3,"07 20, 1998"
AOA4X13ZFB1Z5,B000002KMB,,5,"07 20, 1998"
A2UOJKH8CC0VTT,B000001I0G,,5,"07 20, 1998"
APQEPUA18WO38,B000001JTY,,4,"07 20, 1998"
A1A4W5T0L88G4N,B000001P1K,,4,"07 20, 1998"
A14FOHGUGA211O,B000001Q5J,,1,"07 20, 1998"
A18JVUK1DCB1CD,B00000282A,,5,"07 20, 1998"
A1VGMCZKK9LYNC,B00000282X,,5,"07 20, 1998"
AYLC8Q0DRY6PL,B00000295A,,5,"07 20, 1998"
A2QI5EEOUVQCNH,B0000067RI,,4,"07 20, 1998"
AOA4X13ZFB1Z5,B000006NJK,,4,"07 20, 1998"
A2UR91Q1KNMV19,B000006R59,,5,"07 20, 1998"
